,id,url,user,date,content,retweet,like,reply,place,coordinates,lang,media,source,quotecount,quotedtweet
457,1385633647538151427,https://twitter.com/MartiniGuyYT/status/1385633647538151427,https://twitter.com/MartiniGuyYT,2021-04-23 16:36:20+00:00,@philevoque no,0,4,1,,,und,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0,
458,1385633600167628804,https://twitter.com/MartiniGuyYT/status/1385633600167628804,https://twitter.com/MartiniGuyYT,2021-04-23 16:36:08+00:00,@QuintenFrancois Br0 $tHirTy K isS ImMenAnt,0,8,1,,,en,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0,
459,1385632003656232962,https://twitter.com/MartiniGuyYT/status/1385632003656232962,https://twitter.com/MartiniGuyYT,2021-04-23 16:29:48+00:00,"In my time in #Crypto (8 years) i have witnessed this scenario hundreds of times and it always ends one way

The price goes back up, every. single. time.",68,805,39,,,en,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",2,
460,1385630663081070595,https://twitter.com/MartiniGuyYT/status/1385630663081070595,https://twitter.com/MartiniGuyYT,2021-04-23 16:24:28+00:00,"I finally ran out of money to buy the dip, i'm all in.

I'm confident on #Ethereum especially",80,1451,140,,,en,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",4,
461,1385622026493349889,https://twitter.com/MartiniGuyYT/status/1385622026493349889,https://twitter.com/MartiniGuyYT,2021-04-23 15:50:09+00:00,Are you still bearish or do you feel the FOMO that is starting to kick in?,22,559,130,,,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2,
462,1385620680117473283,https://twitter.com/MartiniGuyYT/status/1385620680117473283,https://twitter.com/MartiniGuyYT,2021-04-23 15:44:48+00:00,"#Ethereum looks to be much stronger than #Bitcoin

Im confident a recovery is on the cards especially in the altcoin market

In 2017 in the latter stages of the bull market #Bitcoin started dumping and #Altcoins went 100x so that could all be about to play out 👀",13,238,25,,,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1,
463,1385619948723228672,https://twitter.com/MartiniGuyYT/status/1385619948723228672,https://twitter.com/MartiniGuyYT,2021-04-23 15:41:54+00:00,I spy 🕵️‍♂️ bulls 👀 #Bitcoin,7,245,17,,,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,
464,1385612998086115334,https://twitter.com/MartiniGuyYT/status/1385612998086115334,https://twitter.com/MartiniGuyYT,2021-04-23 15:14:16+00:00,@JoeBGrech @ngrave_official,0,5,3,,,und,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,
465,1385607862089568256,https://twitter.com/MartiniGuyYT/status/1385607862089568256,https://twitter.com/MartiniGuyYT,2021-04-23 14:53:52+00:00,"@tmg_me @SirMrGoodSir @maticskhadka @Sunny_Coins unblocked, sorry about that 🙏",0,1,0,,,en,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0,
466,1385607085459755014,https://twitter.com/MartiniGuyYT/status/1385607085459755014,https://twitter.com/MartiniGuyYT,2021-04-23 14:50:47+00:00,@tmg_me @SirMrGoodSir @maticskhadka @ me your account and i will unblock,0,1,1,,,en,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0,
